date,hash,subject,insertions,deletions,files_changed
2026-06-30T13:00:52-04:00,d9b60ec821b73f9ee68235b7745c58c1f2027a3d,docs(from-spec): document kwdagger caching model + content-addressed identity,35,5,2
2026-06-30T15:34:46-04:00,115a9997e871fcec03bbb4a4d3986a48c7890eb9,debug(olmo): MWE deployment matrix for OLMo-7B fp16-collapse diagnosis,1170,0,9
2026-06-30T16:33:19-04:00,74ba33de12e315e28e9a75e66a73551ab78a450f,fix(olmo-7b): serve OLMo-1.7 tokenizer to stop spurious EOS append,16,0,1
2026-07-01T10:31:12-04:00,ab9ccce8f452f8ebfd495838d25aa6827027edba,feat(deployment-match): general HELM deployment-match search tool (Phase 1),1687,0,11
2026-07-01T10:44:38-04:00,86ad9598ebc04ce57dd882a3098221233b8aa3c1,feat(deployment-match): Phase 2 -- two-tier serve+probe driver (`run`),169,0,2
2026-07-01T10:47:33-04:00,aee205b452b286eaebf7e0607b8c3173e72b4f96,feat(deployment-match): Phase 3 -- confirm winner via compare-pair (`confirm`),174,0,2
2026-07-01T10:49:11-04:00,792ce21194e50ac567a3d3247e5be6895c3c4a0c,test(deployment-match): Phase 4 -- pytest coverage + testable tokenizer predicate,196,14,2
2026-07-01T10:50:57-04:00,c978dea635c83c793c89ad266f62af7e250d78d5,docs(deployment-match): mark plan IMPLEMENTED + document run/confirm,60,16,3
2026-07-01T10:58:55-04:00,88667c6972e8934c2f0984a6b88e5d41a5e19914,tooling(catalog): catalog core-report packets by decoding temperature,234,0,1
2026-07-01T11:03:16-04:00,d703ad4cc6a514733c0427db507421fa0f81e0c3,feat(deployment-match): `auto` -- one-shot dry-run->run->score->confirm,73,1,2
2026-07-01T11:11:25-04:00,c8d8417d146a107d7db560518a01cbfe2e42a3ea,"fix(deployment-match): let infer-stack place GPUs (acquire --queue), don't pin",38,9,4
2026-07-01T11:26:50-04:00,aaab9a35513a571f1dfaff9875324ae2e11d0eec,tooling(catalog): detect chain-of-thought alongside temperature,143,54,1
2026-07-01T12:53:44-04:00,f04edd85fe87d5fc9da286683a41992bdbd63ce8,fix(from-spec): thread freeze_rel_paths through export->materialize,54,3,3
2026-07-01T12:54:02-04:00,b998f53f96f7abe09cdb173be31c14f19b95b2b6,feat(olmo): combined multi-model preset for parent-root fan-out,209,7,2
2026-07-01T12:54:18-04:00,bb2d959dbd2d08b759f7f6a433e26b508caaf4da,feat(olmo): combined multi-model fan-out runbook,613,0,13
2026-07-01T13:01:24-04:00,c6d7a2942593e3aeba904009cb00ec7bb3ee3965,chore(olmo): remove superseded fp16-collapse debug MWE,0,1154,8
2026-07-01T13:36:34-04:00,d65341706cde278a4b87f5ad9cae57855398079b,fix(from-spec): strip model_deployment token from exact-path locator run_entry,67,1,2
2026-07-01T14:30:07-04:00,a2879335a2e8ea17e96a8642f3094c0800735d05,chore(olmo): remove default GPU restriction (serve across all detected GPUs),12,7,3
2026-07-02T12:39:03-04:00,8826287814b7241ae6d1a40f6001c6aed1c9be3a,fix(olmo): enable public comparison in combined vexp (was local-only),12,12,1
2026-07-02T13:00:58-04:00,065b683a56624d195558e6b289347ce4bf4e0825,"docs(olmo): remove stale ""local-only by default"" claims",17,18,3
2026-07-02T13:03:02-04:00,a14f2faa8afa56618e6efd83eaa7c2c928a9ac93,docs(planning): plan for from-spec adapter_spec decode-param overrides,158,0,1
2026-07-02T14:03:24-04:00,71249b9d063b0aa025afeeab1882e6f57f84233d,Merge branch 'jons/fable-commits' into impl/run-from-run-spec,0,0,0
2026-07-02T14:03:56-04:00,3014cea36d772eead578eb0ed55b9b842cd6913d,docs(journal): session entry for fable-commits review + merge,12,0,1
2026-07-02T14:26:11-04:00,52513fc9f4a8128c0946c4dd4739a5465a6efc7d,feat(olmo): fold base olmo-7b into the combined fan-out vexp (all six models),127,38,8
2026-07-03T09:44:37-04:00,a90a084fec615fc9dafe09992fcbc299ae7880fb,docs(planning): full codebase audit -- findings catalog + phased fix plan,587,0,2
2026-07-03T10:25:08-04:00,63cac3fc808b21f9f59cb113d51b7ec8c155950a,"test(kwdagger): guard collection with importorskip(""kwdagger"") (P0-9)",13,0,5
2026-07-03T10:25:14-04:00,fa8b745a2d64400fad66ad02ad09976b761185c6,fix(cli): repair analyze_backlog import + canonical report layout (P0-8),9,8,2
2026-07-03T10:25:24-04:00,a5a2a2f57ee73176d9cecbc44e4ac6732d15f905,"build(deps): pin transformers<5 / hf-hub, declare direct deps (P1-24)",13,2,2
2026-07-03T10:29:17-04:00,3e98614fb9a328f4904e94543292fd2ab2e5e474,fix(summary): tol010 sankeys bucket on the 0.01 curve point (P0-1),68,8,3
2026-07-03T10:31:31-04:00,6d91122297e8efeefa15b02bea02c3ba1daaf38c,"fix(index): resolve unstamped local index first; single-source resolver (P0-2, R-6)",108,22,4
2026-07-03T10:35:37-04:00,dbe3b68faf2a5e64da4d12213ef1399a09bbefec,"fix(planning,virtual): match/join on canonical keys, not raw strings (P0-3, P0-4)",171,7,5
2026-07-03T10:38:11-04:00,05c9dd621f557ef06e8fa3aebdd6f6236e1e7379,fix(helm): correct perturbed/unperturbed agreement split (P0-6),97,4,3
2026-07-03T10:41:11-04:00,b42064c00f4159cb968ed3cb3210af400dd01ef7,"fix(planning): unknown-on-partial facts; extract official max_eval_instances (P1-1, P1-2)",134,6,4
2026-07-03T10:47:25-04:00,09fc3294d332ba0b0e7128b4a49ec6c72232d8ad,fix(normalized): filter non-finite scores at row construction (P1-15),181,33,5
2026-07-03T10:50:17-04:00,d05126d0435a8793b49efa017b9da297165eada4,fix(reports): cross-machine curve uses rel_tol=0 highlights (P1-13),93,1,3
2026-07-03T11:02:46-04:00,0201ec06dd1cb1929f7ae09b06c0694d9a62682b,fix(eee): derive experiment name from local/<experiment>/ layout (D-1),59,28,7
2026-07-03T11:06:30-04:00,86d41ae5b8ed07d4673f51513f61c979501b2d19,fix(bundle): content-address model_deployments.yaml filename (P0-5),52,3,2
2026-07-03T11:09:10-04:00,5a7d270d4185e66e5a50bb554db208c6631c218b,fix(pipeline): precomputed_root is algo identity on from-spec node (P1-21),30,5,2
2026-07-03T11:10:35-04:00,2896be5976d06ca1ff626769538fcf31a8f19a0c,"fix(manifests): missing-entries NameError; reject duplicate labels (P1-22, P1-23)",25,2,3
2026-07-03T11:16:00-04:00,54bf35f4ba0ecbfe1bd02cafa06b02e7bd9e0efa,fix(docker): image-id identity for unpinned images; --name + teardown (P2),144,13,6
2026-07-03T11:20:49-04:00,c5ac0203eeca8acad794403eac5ed6e10089e231,"fix(summary): failure-taxonomy honesty -- colors, categories, ordering (P0-7, P1-8, P1-11)",152,11,4
2026-07-03T11:25:49-04:00,7642a1b6c2cc8e8637d57e9d8eacbf0ad437136c,"fix(summary): not_analyzed status level; surface unreadable bundles (P1-9, P1-10)",87,19,4
2026-07-03T11:26:40-04:00,c5d7cdb5bb72f389f26ecf5e850423116a32e130,"fix(filter): one sankey row per excluded run, primary reason (P1-12)",38,2,2
2026-07-03T11:29:03-04:00,cdac08ec4abc446e496e04a918777e52433ac6c4,"fix(eee): status.json gate on cached/local resolvers; unconditional stale-scope delete (P1-7, P1-6)",94,13,4
2026-07-03T11:32:29-04:00,6dac5e995d605727de9b119091b4d8c6b83a7a6d,refactor: delete the no-op --allow-single-repeat flag (D-3),16,32,6
2026-07-03T11:33:39-04:00,ffac9b4ec0109e1565b2aaad2e4ecb22c8c9213e,fix(cli): analyze-many exits non-zero on failure; warns on incomplete summary (P1-19),74,0,2
2026-07-03T11:35:19-04:00,41e5b962f821c9517824f6544f451e44f5794651,fix(core-metrics): --no-plots preserves previously rendered figures (P1-16),26,7,2
2026-07-03T11:38:53-04:00,2537b388f067ba874b69bde5fb4734880121ae33,fix(summary): thread invocation flags into reproduce.sh (P1-20),72,5,3
2026-07-03T11:41:44-04:00,b3130f4281006744a6e9cb195d7c5e93cfe74f95,"fix(stale-state): prune stale packet + breakdown dirs on re-run (P1-4, P1-5)",37,1,2
2026-07-03T11:45:57-04:00,0ae927fbb10cdc941604580afc211d04a88db917,"fix(determinism): stable benchmark discovery + HelmRunDiff tie-breaks (P1-17, P1-18)",57,8,4
2026-07-03T11:48:05-04:00,a9a20979e77e4ca8434194791ee3db267626f3b1,"fix(determinism): sort remaining nondeterministic outputs (P2, IM-12)",28,5,4
2026-07-03T11:51:40-04:00,bdf94a70211c6c07de1ffb08bfd86a9b096836c5,fix(cli): --dry-run vs --run 1 errors; correct stale argv test (P2),12,1,2
2026-07-03T11:52:55-04:00,688831a3563fa9eb50f4398d5b3d1155bbe865d0,fix(helm-diff): f-string prefix + None-safe group sort (P2),7,3,1
2026-07-03T11:55:08-04:00,14ce804293544bd47f9b6966df94e9b0109c14b6,"fix(cli,loaders): drop debug blocks; count skipped samples lines (P2, IM-3)",13,13,2
2026-07-03T11:56:13-04:00,99396f3f8a316340e9bd9c34fc385237ef58d7fd,"fix(secrets,coverage): close HF-token perms window; return sankey paths (P2, IM-9)",14,2,2
2026-07-03T11:57:28-04:00,235b555ef028544fac559f08ab584e19b0c55db0,fix(loaders): tolerate non-numeric timestamp; preserve EEE provenance (P2),14,5,1
2026-07-03T12:02:29-04:00,10c8f32da10168cdbac48d7e549bd4dcf60bfa96,docs(journal): session entry for Phases A--F audit-fix implementation,22,0,1
2026-07-03T12:06:28-04:00,9303ec5e1349ff476b9d78d81edb89593c3b1eb0,"docs(preset,runbook): representative-subset wording (D-2); hashed bundle filename in tree listing",7,5,2
2026-07-06T09:42:03-04:00,0608b29c501b5fd5addf6ce4997eb802408e5286,test(planner): update stale slow-suite assertions to canonical-key behavior,15,9,1
2026-07-06T09:43:52-04:00,15487f8e47b9a9c5d79a68fc9d5660d96f0f2c5a,fix(secrets): chmod 0600 the model_deployments bundle YAML holding the live key,24,0,2
2026-07-06T09:45:49-04:00,6da780deda8108b4a194c94a02cc587a9217e156,fix(reports): route Stage-6 writers through atomic fs_publish helpers (IM-1),18,14,3
2026-07-06T09:49:12-04:00,607189c8d5612a0c9f84540b9c3b38ade93056cf,"fix(reports,cli): surface mpl fallback error; fix eee caveats indentation",48,7,3
2026-07-06T09:56:47-04:00,b127aa4839283c07698ec0dee2db8c39e9272391,"fix(cli,adapter): fail fast on backlog/preset/base_url misconfig (P2)",179,12,7
2026-07-06T10:01:28-04:00,20a16f5f7bfb33c997faba8d5725d10306de79d8,"fix(workflows): dedupe kwdg re-attempts, bucket load errors, preserve CSV dtypes (P2)",151,14,3
2026-07-06T10:09:59-04:00,ed5760835a5f2d2bc961403e3cee90f3899cac3f,"fix(reports,cli,loaders): honesty fixes IM-6/IM-8/IM-5",208,3,7
2026-07-06T10:14:38-04:00,0e324ed18ff6a41781279f6e90e595f616aa6149,"perf(reports,loaders): behavior-preserving IM-2/IM-7/IM-4",33,28,4
2026-07-06T10:17:21-04:00,e9cf6c44726d4b77ada6905fc9da1910cb61f8d6,build(deps): bump python floor to 3.12; annotate aiq-magnet dep pins; relock,537,1318,2
2026-07-06T10:24:50-04:00,dc8f680eed8a50bd37843cb89e39ad145a11bddc,test(eee): centralize EEE-demo fixture path + skip guard in conftest (IM-11),70,30,7
2026-07-06T10:27:24-04:00,e09c9176a2ee6f7a2ddbd91a91fb7d0783de63cc,docs(eee-vs-helm): document non-comparable run-level agreement definitions (IM-13),34,0,1
2026-07-06T10:29:15-04:00,8a9933c782d34ab8768928f5e09c7fc5a944fca4,docs(journal): session entry for Tier-1/Tier-2 audit-backlog implementation,30,0,1
2026-07-06T10:32:18-04:00,ef6903fb56ca85b1b9e1902c2cefa5a12912c5eb,fix(secrets): warn on stderr when bundle key perms cannot be tightened,9,0,1
2026-07-06T10:38:01-04:00,bab7df2c65809733936b8dd8d71a855110d6f6b9,refactor(reports): retire reports/quantiles.py (D-4),2,193,3
2026-07-06T10:42:44-04:00,e0d51e6b6c56607fc73f0051e951d425c7b65442,feat(manifests): --max-eval-instances official sentinel for verbatim replay (D-5),136,4,5
2026-07-06T10:46:08-04:00,5b1c69f2f224384aa3dcfc4e90c3eebb35c85cf0,refactor(indexing): single classify_model_eligibility policy (R-7),211,94,3
2026-07-06T10:53:29-04:00,833a84bb4fb81e6190066ab2d17ab6df3a92f141,refactor(summary): single _classify_filter_gates; delete dead sankey builders (R-4a/R-4b),85,392,4
2026-07-06T10:53:38-04:00,99ff44947b21d8cebb378bb5e0e7296336ead6df,feat(reproduce/olmo): deployment-match runbook for olmoe-1b-7b/ifeval,130,0,1
2026-07-06T10:58:24-04:00,c8cffa42e2a3d28ebfebd764d0a39ba061f5efda,fix(summary): align the two filter-funnel families on metadata + judge gates (R-4c),85,1,5
2026-07-06T11:03:26-04:00,fe7fe271a083db71a63342a7509b35a78f4b5a0e,refactor(summary): rename ambiguous agreement-tolerance key family (R-4d),69,58,8
2026-07-06T11:09:50-04:00,b6bcd2458648b3050450ccbd513aabbf4f73e11b,refactor(normalized): dedupe EEE conversion core + one aggregate predicate (R-5),185,165,5
2026-07-06T11:14:41-04:00,ba730045b3882f3676b832292eba68d460eac3f3,refactor(normalized): one metric_handle helper; drop dead members (R-9),21,58,5
2026-07-06T11:22:56-04:00,899e0fd38859442d2ea116ac546697efc8fdc75a,refactor(core-metrics): dead-surface sweep + assert-membership tol guard (R-10),41,254,7
2026-07-06T11:35:54-04:00,143d3fac0a7d30157c2eb08ee4c36748f1876aad,refactor: misc dead-code sweep (R-11),70,150,10
2026-07-06T11:41:10-04:00,e5c1bdb48f747c51f95aa7503f59352a4dfd7ec9,refactor: one run-entry model_deployment token utility (R-8),165,34,5
2026-07-06T11:44:15-04:00,7e1f5f12afd0de8a392954628234e94153543690,"refactor(infer_stack): extract PRESET_CONFIGS to presets.py (R-3, pure relocation)",1162,1140,2
2026-07-06T11:47:15-04:00,d895a446ca5b0c8bf431337b99a1cc5420174243,"refactor(infer_stack): promote discovery core to public discovery.py (R-3, R-3d)",105,78,4
2026-07-06T11:49:38-04:00,e7eab858fde19cb062ccb9f150fa3143ba651ba2,"refactor(infer_stack): extract serving_facts.py (R-3b, pure relocation)",165,128,2
2026-07-06T11:51:06-04:00,9a808120a0c5d23e3d07062510ccd04756fe4355,"refactor(infer_stack): extract freeze.py (R-3d, pure relocation)",93,76,2
2026-07-06T11:55:02-04:00,ac5ca26a4e918a2952bfe50052c0cfc2dc4f49fd,refactor(infer_stack): extract bundle_export.py; adapter is now a facade (R-3c),667,642,3
2026-07-06T11:56:36-04:00,79bc030cee40ae820c8c584016fe3633b9c9d20e,"docs(journal): session entry for Tier-3 structural refactors (D-4/D-5, R-3..R-11)",31,0,1
2026-07-06T11:59:03-04:00,560cdda03b9c0376912722f9f18dd5980873e27b,docs(planning): stamp audit doc IMPLEMENTED (except R-2) with pass summary,17,0,1
2026-07-06T12:30:33-04:00,cfe7d6a656c8753a9e71ee62651c05c177604248,docs(planning): simplicity & bloat audit findings + phased implementation plan,147,0,1
2026-07-06T12:38:42-04:00,5b7b62bbcdde076702428f7a00e4a7c212c9e298,chore(dev): delete dead POC and oneoff trees; fix docs that referenced them,22,6901,25
2026-07-06T12:38:42-04:00,1457a2694cb990792128dbe56fa767b83948d3bd,chore(configs): drop checked-in generated manifests and dead examples/,0,1470,25
2026-07-06T12:38:42-04:00,8b4c69d5560d79434438e1b687776d8b3ecb1b70,"refactor: remove helm/hashers shim, dead agreement profile, if-1 block",13,178,8
2026-07-06T12:47:57-04:00,90af80ba91122cea3271b5bc60d4678a74dcd358,"docs: fix first-run and accuracy issues in README, reproduce index, setup",79,82,3
2026-07-06T12:48:05-04:00,77e126b49017d45a11a1bef521c2a286d0c2ccc5,"chore(docs): move paper analysis scripts out of docs/, archive session logs",32,17,9
2026-07-06T13:05:35-04:00,425e05a224b3ac4e28e5602634ed775db5fbd82e,docs(planning): archive 12 implemented plans; consolidate olmo/infer-stack clusters,193,132,67
2026-07-06T13:05:35-04:00,24390f26fca0c1a2ee6e3aefe57fbf3a5aa15930,chore(journals): rotate 544K of append-only journals to archive,5542,5526,4
2026-07-06T13:15:17-04:00,c804cdc1c46e5ba06916fc819cfe469dab8f0cb2,refactor(utils): finish R-6 helper consolidation into utils/coercion,159,137,14
2026-07-06T13:26:52-04:00,32622e0b7fef58bbef394c5b9c955749ab9069b6,refactor(reproduce): merge three divergent _lib.sh copies into one shared lib,437,374,4
2026-07-06T13:46:37-04:00,51797aa9f8509f90b7986fc7a9ad910de608059c,refactor(workflows): split _render_scope_summary into per-stage render helpers,458,197,1
2026-07-06T13:46:37-04:00,a07736c240811765b2e6b3b1a3284dadac72f175,refactor(reports): split core_metrics.main into per-section helpers,182,57,1
2026-07-06T14:02:31-04:00,3bd43bf5d37cb7451add3f16ccf41b0e56f321fb,refactor(infer_stack): move PRESET_CONFIGS catalog to a YAML resource,965,1009,3
2026-07-06T14:44:19-04:00,a849ea32fd836893129ec85f70c88344a830ead1,refactor(reports)!: migrate pair_report/pair_samples onto NormalizedDiff (R-2 stage A),284,117,4
2026-07-06T14:44:19-04:00,a0cadf269f31e922e5c4dc0996be3838e7af549c,refactor(helm)!: delete the legacy agreement half of diff.py (R-2 stage B),59,986,6
2026-07-06T14:45:36-04:00,a34241ca3731cdd0e284887922c9b768565c2ee7,docs: stamp simplicity audit IMPLEMENTED; journal entry for the session,69,2,2
2026-07-06T15:19:12-04:00,066cc5204f9f5539a639f416cc22da36243c03fb,refactor(reproduce/olmo): self-contained combined runbook; remove stale single-run runbook,323,1655,24
2026-07-06T15:28:56-04:00,7ba018454fd7b6fa10f99a570b23ce4fa98fd18c,chore: remove configs/docs orphaned by the single-model OLMo runbook removal,28,481,13
2026-07-07T09:37:50-04:00,a1f893fa2d6775dd692bbf703b7cb5a4b44a5d1f,fix(deployment_match): clamp max_model_len to the model's derived ceiling,85,9,4
2026-07-07T11:38:25-04:00,f4241a878255e8a299811b5e12445392e9b5ac2c,docs(deployment_match): vLLM-vs-HuggingFace deployment-match knob inventory,166,0,1
2026-07-07T11:38:37-04:00,2a9fb007db4b6d4ddf489de21869100534d16d41,feat(deployment_match): hf-match grid profile to match a HuggingFaceClient run,126,4,5
2026-07-07T11:42:31-04:00,008987b1b718bb4804a8dbe7426d3653bef000fa,docs(deployment_match): record full sampling replay as a deliberate non-goal,9,3,1
2026-07-07T11:55:53-04:00,e4e4b7c7b4987248e10f6437d8ba5ef59c56ccf4,feat(deployment_match): sweep/pin attention_backend via the infer-stack option,109,35,6
2026-07-07T11:58:04-04:00,d5cb46e8af669afa3b0f37f64c3d8fd66d7b0584,docs: instruct agents to proactively commit logical units of work,11,0,1
2026-07-07T12:00:54-04:00,acf6ca44d702a64b7f9012ab646912a1b32d7d16,docs(deployment_match): correct the confirm-catalog fidelity gap description,15,6,1
2026-07-07T12:06:07-04:00,0a755c73f045d13733aea6955ba86c6b8da0a581,fix(deployment_match): confirm catalog reproduces the winning serving runtime,69,18,5
2026-07-07T12:14:12-04:00,070f986cb0fb62517b84e4beac0121ee87bac735,feat(deployment_match): sweep attention_backend in hf-match instead of pinning,55,36,4
2026-07-07T12:23:29-04:00,7a0908eaa46b847a79322255befc98abcd26f321,feat(reproduce/olmo): default the OLMoE deployment-match to hf-match,18,10,1
2026-07-07T12:51:24-04:00,3fd80ddbc4f65e4ce3b54d0177be692ac03fcd98,fix(deployment_match): raise max_num_batched_tokens >= max_model_len for hf-match,46,2,2
2026-07-07T13:09:29-04:00,4b8eb37dd9ac7809e6bdab0a4cc377bf00e3dd61,"chore(submodules): bump cmd_queue to dev/0.3.2, kwdagger to dev/0.2.6",4,4,3
2026-07-07T13:11:01-04:00,c436308b63d9dd7b7eeaa199d28777156b5cd02d,chore(submodules): bump infer_stack to latest infer-stack-cli-api-migration,1,1,1
2026-07-07T13:25:05-04:00,2640e108a81e6c416f1deec78a9a63401431a41c,feat(deployment_match): endpoint/cell counters + ETA in the serve loop,41,9,1
2026-07-07T14:16:12-04:00,f855dea9bed829483e61bdb5cb5bdc98a882ec1b,feat(deployment_match): --dtypes/--attention-backends knobs; OLMoE skips fp32,83,0,4
2026-07-07T14:32:22-04:00,608bb45f47795fb367541b9b43300d665feeadd7,feat(deployment_match): preflight feasibility filter (generalizes fp32-MoE prune),151,27,6
2026-07-07T15:35:55-04:00,a8dd792b93e4ad98942dd2d6149ccb610e482f15,fix(deployment_match): hf-match pins protocol=completions (HuggingFaceClient repro),36,1,3
2026-07-07T15:48:36-04:00,fbc2040db7bb6abb98929d383ba0976f022e1ad2,fix(deployment_match): revert wrong completions pin; HuggingFaceClient IS a chat client,55,31,3
2026-07-07T15:55:04-04:00,1fb915764fa672f3a249978fbf65fc1314af9abe,feat(deployment_match): --log-requests / --extra-serve-args to expose the vLLM prompt,73,0,5
2026-07-07T16:06:36-04:00,d32abd3bae3f4f47c05d3559c91320fbaa379d23,feat(deployment_match): compare_prompt.py -- diff HELM get_prompt vs vLLM /tokenize,266,5,4
2026-07-07T16:27:16-04:00,b3ae01688e3a55d3ea505c8832167eab4c09148d,feat(deployment_match): sweep add_generation_prompt (OLMoE chat-template version drift),96,12,5
2026-07-07T16:27:59-04:00,19c0ec1cb1275615ffd7824d137c682be705a7f4,bump infer_stack pointer,1,1,1
2026-07-08T10:10:55-04:00,1690b7ac05114469c390f48ed8da6fa8804b2063,feat(deployment_match): per-model ifeval runbook scripts for the 3 OLMo-2 instruct models,495,0,3
2026-07-08T10:17:29-04:00,c2c3978d4222d2b77ee609ff6f91404aea73775d,Merge branch 'impl/simplicity-audit' into integrate/simplicity-audit,0,0,0
2026-07-08T10:34:34-04:00,37a411a5c3d3cc7a729d30c15d44db96d36060b3,docs: fix dangling markdown links after the simplicity-audit merge,81,81,9
2026-07-08T10:46:14-04:00,9059dad254393a029a05a2c892b3f019eb0ab9f0,Merge branch 'integrate/simplicity-audit' into impl/run-from-run-spec,0,0,0
2026-07-08T11:04:31-04:00,2698389cbc225c4139dcb4f5a8442f398c441112,feat(deployment_match): --fp32-tensor-parallel-size to serve fp32 MoE on N GPUs,151,11,6
2026-07-08T11:18:03-04:00,426710fd0b6fad4e95c675ce4391e305c15a522e,docs: inventory HELM's unrecorded deployment params + HF-revision pinning effort,231,0,2
2026-07-08T11:32:45-04:00,a8c573a3c92b29b30dd102867320b9e97c7f9b48,docs: use precise terms for the provenance machinery,47,5,1
2026-07-08T13:37:29-04:00,37d91affd601d68127d5803e409ab7a3e176dbaa,feat(deployment_match): hf-probe -- reproduce the official at fp32 via HF and score vs oracle,401,12,4
2026-07-08T14:11:53-04:00,f52afee7fc0453ab4f31c88cb2cd26decadbeefa,docs: confirm OLMoE fp32 exact-match + scope the dtype gap to all OLMo-2 HF runs,35,2,2
2026-07-08T14:24:22-04:00,79ab77b6a983be5ba1074fffe56be8227f22ce50,feat(deployment_match): DM_HF_FP32 + DM_FP32_TP on the OLMo-2 7B/13B/32B runbooks,127,33,3
2026-07-08T15:08:38-04:00,2d792012039035e3f63af760847385e8a38a84ca,feat(hf-inprocess): reproduce HuggingFace-deployed officials on reserved GPUs,765,18,6
2026-07-08T15:29:53-04:00,19cf7d40ecd4a62f320fe27ef800859e2a6a6685,bump infer-stack submodule pointer,1,1,1
2026-07-08T15:31:17-04:00,9773233e0d335dedc6543bc7dae2d74eb7e7e49d,Add plan to allow reproductions of old HELM runs in docker containers with package versions pinned to the ones used during the era,90,0,1
2026-07-08T15:53:26-04:00,545357e7c308ef03c1d81f09ea83e3b5fae53ba4,"feat(heatmap): aggregate-score-diff heatmap (color = local-public, cells annotated with both scores)",631,0,4
2026-07-08T15:53:56-04:00,59587f295001b0260b9b70a8e963189b15b1c144,docs(journal): aggregate-score-diff heatmap session,61,0,1
2026-07-08T16:02:41-04:00,c8707eadc9b35b330b46a05c426847107a5a3183,feat(summary): auto-emit aggregate-score-diff heatmaps in build_reports_summary,234,62,5
2026-07-08T16:02:59-04:00,f87e92ea365e217320485e958c257fd68bfede83,docs(journal): auto-emit aggregate-score-diff in build_reports_summary,48,0,1
2026-07-08T16:03:58-04:00,ce63eb40f6938a3ffee50837da52d657bc734f86,docs: mark HF-in-process plan implemented (routing pending) + journal entry,77,2,2
2026-07-08T16:08:28-04:00,5b3522690b06e9df554b8c4e56bd17aa3822ef46,docs(deployment-match): point to the built HF-inprocess resolver + mechanism,19,0,1
2026-07-08T16:17:30-04:00,0c8d0eb2dda47cf7ffb2e0087b1849c2b2274241,feat(summary): spell out agreement-bucket thresholds on plot legends,93,12,4
2026-07-08T16:17:49-04:00,0846fb998e8583f2b3979a9f70863e35e7df4f64,docs(journal): agreement-bucket threshold labels on legends,50,0,1
2026-07-08T16:20:41-04:00,564b087ae48984fa5aae3eadfd7e3c2ab288aeb8,Bump infer_stack pointer,1,1,1
2026-07-08T16:23:47-04:00,c00394ee81a578678eb282425dbdca7f31f25f09,feat(deployment_match): overnight batch -- HF fp32 + vLLM sweep for all OLMo instruct models,124,0,1
2026-07-08T16:31:20-04:00,3ff73c5ce1d8f314a7b357f8c452782b150099fb,feat(deployment_match): hf-probe sweeps dtypes (--dtype comma list) + DM_HF_DTYPES,91,39,8
2026-07-08T16:39:00-04:00,70c867da2240d6cac5de27486e05c75342fcc261,feat(heatmap): holistic headline-metric aggregate-score-diff heatmap,376,10,7
2026-07-08T16:39:20-04:00,4c2de25ba469d7721b9b31d6ead71ae13e83bf52,docs(journal): holistic headline-metric aggregate-score-diff heatmap,55,0,1
2026-07-10T08:34:26-04:00,29fc76c4e340a806061250a6420345248aac1e53,feat(heatmap): headline plot uses modelsxbenchmarks layout + squared error,116,56,3
2026-07-10T08:34:46-04:00,236b3289b8d58a016a1391931ab758a8fb442f0e,docs(journal): headline plot layout + squared-error encoding,40,0,1
2026-07-10T09:06:08-04:00,50a7117bdfce6a3a73b936f9c5a3c146e304edb2,docs(journal): fp32 reproduces all OLMo instruct officials + HF-probe OLMo-2 fidelity bug,97,0,1
2026-07-10T09:39:07-04:00,4516b704ef6fc4c914732a0c45ea99d8e843a411,feat(hf-probe): sweep forward-pass numerics (attn_impl/device_map/decode) to reproduce OLMo-2 officials,225,54,5
2026-07-10T09:40:13-04:00,807144de3af01d0ec5cbe32e03c37ae3d2b45d26,docs(journal): OLMo-2 HF divergence is a fp32 forward-pass diff + hf-probe numerics-sweep axes,118,0,1
2026-07-10T09:52:38-04:00,d6cc37fd69cd84202e860727ab35e3885b4178d2,feat(overnight): sweep every HF + vLLM parameter across all OLMo models,107,7,5
2026-07-10T09:53:00-04:00,60921441916f8929d864ec31d0d0d0ea6422cd69,docs(journal): overnight full-sweep follow-up (HF+vLLM axes across all OLMo models),23,0,1
2026-07-10T10:20:32-04:00,25b00db3bbcc33841912bfbde00472b54aae13cd,feat(eras): era-pinned HELM registry + resolver (commit 1/6),475,0,5
2026-07-10T10:28:07-04:00,836bbb52c8320a9d7ea3728b57f3bcf29396298a,feat(eras): era image build path in build.sh + era dockerfile (commit 2/6),507,25,4
2026-07-10T10:38:24-04:00,8d54db186fc59fb79ba405d712779c6423a36738,feat(eras): helm_era_shim replay CLI + OpenAI-compatible client (commit 3/6),834,0,5
2026-07-10T10:44:20-04:00,3670050f1b3c59039544a2047ff626b858aa69ad,feat(eras): host-side era yaml + materializer guard (commit 4/6),252,19,5
2026-07-10T10:50:29-04:00,38940ff2e1000991b6d84cf70765ab033cfd0b15,feat(eras): thread era through manifest + pipeline + bridge (commit 5/6),379,1,6
2026-07-10T10:54:30-04:00,a520062b26543036dcf684809065b3b583404a42,docs(eras): runbook + docs + journal (commit 6/6),358,1,9
2026-07-10T12:58:34-04:00,5f17e3e344c1ccd4034789cbdc712f28020e092b,docs(eras): multi-angle code-review findings for the era implementation,479,0,1
2026-07-10T13:12:30-04:00,11fa971d41a39551acf2856bc162ed6c99288510,feat(eras): portable validation-ladder harness + static era-import checker,738,5,10
